date,time,location,all_aboard,total_fatalities,cause
12/02/1938,755,Mexico,8,8,Weather
12/08/1938,900,Okinawa,15,10,Engine Failures
12/09/1938,1120,Netherlands,4,4,Cargo Hold / Cabin / Cockpit Fires
12/12/1938,-1,Australia,13,13,Shot Down
01/07/1939,1630,France,17,5,Sin Dato
01/13/1939,-1,Brazil,10,10,Weather
01/13/1939,2115,USA,4,4,Cargo Hold / Cabin / Cockpit Fires
01/18/1939,759,Australia,4,4,Weather
01/21/1939,1230,Bermuda,13,3,Engine Failures
02/12/1939,1415,USA,6,6,Weather
02/24/1939,945,France,10,10,Weather
03/14/1939,-1,Belgium,3,3,Engine Failures
03/16/1939,-1,Colombia,8,8,Sin Dato
03/18/1939,1317,USA,10,10,Design Flaws
03/26/1939,1448,USA,12,8,Cargo Hold / Cabin / Cockpit Fires
04/03/1939,-1,Morocco,9,9,Sin Dato
05/01/1939,-1,Mozambique,4,2,Sin Dato
05/02/1939,1530,Morocco,9,9,Cargo Hold / Cabin / Cockpit Fires
05/08/1939,1200,Ecuador,1,1,Sin Dato
06/06/1939,925,Amsterdam,4,0,Engine Failures
06/10/1939,1620,Netherlands,3,3,Engine Failures
06/20/1939,-1,Kingdom,3,3,Sin Dato
07/20/1939,1850,Switzerland,6,6,Cargo Hold / Cabin / Cockpit Fires
08/04/1939,-1,Spain,7,7,Weather
08/13/1939,1635,Brazil,16,14,Engine Failures
08/15/1939,1300,Denmark,6,5,Cargo Hold / Cabin / Cockpit Fires
08/28/1939,-1,India,2,2,Unknown
08/30/1939,-1,Germany,7,7,Weather
09/26/1939,1410,Sea,20,1,Sin Dato
10/10/1939,730,Colombia,5,5,Sin Dato
11/20/1939,-1,UK,2,2,Sin Dato
12/18/1939,815,Gibraltar,9,9,Shot Down
12/21/1939,1300,Malta-Luqa,8,5,Sin Dato
12/24/1939,800,Morocco,7,7,Weather
01/22/1940,-1,Indonesia,9,8,Unknown
02/10/1940,-1,Italy,10,10,Weather
02/27/1940,1000,Columbia,11,11,Weather
03/01/1940,1320,Oman,8,8,Sin Dato
03/16/1940,-1,Italy,14,14,Sin Dato
04/22/1940,-1,Scotland,5,5,Weather
06/02/1940,-1,USA,5,5,Cargo Hold / Cabin / Cockpit Fires
06/14/1940,1400,Estonia,9,9,Shot Down
06/20/1940,-1,France,1,1,Cargo Hold / Cabin / Cockpit Fires
07/07/1940,-1,Tonkin,4,4,Shot Down
08/09/1940,-1,Germany,13,2,Pilot Incapacitation
08/13/1940,1015,Australia,10,10,Engine Failures
08/22/1940,-1,Coatia,11,11,Sin Dato
08/23/1940,-1,Romania,15,15,Weather
08/31/1940,1441,USA,25,25,Weather
10/22/1940,-1,Croatia,12,7,Sin Dato
10/29/1940,-1,China,14,9,Shot Down
10/29/1940,-1,Germany,15,2,Weather
11/04/1940,1910,Bolivia,17,17,Weather
11/04/1940,442,USA,10,10,Weather
11/08/1940,-1,Brazil,18,18,Weather
11/08/1940,1502,Germany,29,29,Sin Dato
11/27/1940,-1,Sea,6,6,Shot Down
12/04/1940,1748,USA,16,10,Engine Failures
12/24/1940,1130,Italy,7,7,Shot Down
01/10/1941,1200,Sea,16,16,Sin Dato
01/15/1941,1205,Brazil,10,10,Engine Failures
01/17/1941,1200,Hungary,16,12,Cargo Hold / Cabin / Cockpit Fires
01/20/1941,-1,China,6,5,Weather
01/23/1941,413,USA,13,2,Engine Failures
02/06/1941,200,Canada,12,12,Sin Dato
02/26/1941,1150,USA,16,9,Weather
03/01/1941,1550,Norway,12,3,Sin Dato
03/28/1941,1145,Africa,10,10,Sin Dato
06/03/1941,1700,Ocean,6,6,Shot Down
06/18/1941,-1,Romania,18,0,Engine Failures
06/21/1941,-1,Japan,18,18,Unknown
07/30/1941,915,Italy,25,5,Weather
08/10/1941,2035,Scotland,22,22,Weather
08/14/1941,2040,Scotland,22,22,Cargo Hold / Cabin / Cockpit Fires
08/18/1941,-1,Brazil,14,8,Sin Dato
08/27/1941,-1,Australia,3,3,Sin Dato
09/01/1941,-1,Scotland,10,10,Sin Dato
09/01/1941,1340,France,17,15,Engine Failures
10/03/1941,1748,Rico,15,2,Sin Dato
10/28/1941,-1,Bulgaria,13,13,Unknown
10/30/1941,204,USA,15,14,Weather
10/30/1941,2210,Canada,20,20,Engine Failures
11/29/1941,555,Turkmenistan,36,7,Engine Failures
12/11/1941,-1,USA,3,3,Sin Dato
12/26/1941,1126,Kazakhstan,34,26,Weather
12/29/1941,-1,Indonesia,4,4,Sin Dato
01/16/1942,1920,USA,22,22,Unknown
01/20/1942,-1,Indonesia,11,11,Cargo Hold / Cabin / Cockpit Fires
01/26/1942,-1,Timor,5,5,Shot Down
01/30/1942,800,Timor,18,13,Shot Down
02/15/1942,850,UK,9,9,Cargo Hold / Cabin / Cockpit Fires
02/19/1942,-1,China,1,1,Unknown
02/20/1942,-1,Australia,9,9,Sin Dato
02/28/1942,-1,Ocean,20,20,Shot Down
03/03/1942,-1,Australia,12,8,Shot Down
03/03/1942,-1,Australia,21,20,Shot Down
03/14/1942,2130,China,17,13,Sabotage / Hijacking
04/21/1942,2127,Australia,12,12,Weather
05/01/1942,2300,USA,17,17,Sin Dato
05/12/1942,1151,USA,14,3,Sin Dato
05/19/1942,-1,Italy,20,20,Cargo Hold / Cabin / Cockpit Fires
07/01/1942,1200,USA,21,21,Weather
07/07/1942,-1,Australia,10,10,Fuel Starvation
07/20/1942,-1,UK,13,13,Weather
08/13/1942,-1,Algeria,10,4,Sin Dato
08/21/1942,-1,Dato,4,4,Sin Dato
08/22/1942,1300,Trinidad,13,13,Weather
08/23/1942,1342,Scotland,15,14,Weather
09/24/1942,-1,Africa,19,19,Cargo Hold / Cabin / Cockpit Fires
09/27/1942,-1,Algeria,25,25,Sin Dato
09/28/1942,900,Brazil,15,15,Sin Dato
10/01/1942,930,Rico,22,22,Weather
10/03/1942,1905,Newfoundland,37,11,Sin Dato
10/22/1942,1340,Russia,12,10,Sin Dato
10/22/1942,-1,Romania,17,17,Sin Dato
10/23/1942,1715,USA,13,12,Sin Dato
10/24/1942,-1,Colombia,6,6,Sin Dato
10/30/1942,-1,Norway,10,10,Cargo Hold / Cabin / Cockpit Fires
11/17/1942,-1,Russia,20,20,Engine Failures
12/12/1942,-1,Russia,36,36,Sin Dato
12/15/1942,122,USA,19,17,Sin Dato
12/19/1942,1600,Austria,16,2,Fuel Starvation
12/20/1942,1900,Canada,13,13,Sin Dato
01/09/1943,1030,Portugal,15,13,Cargo Hold / Cabin / Cockpit Fires
01/15/1943,-1,Guyana,35,35,Sin Dato
01/18/1943,2300,Ocean,26,26,Sin Dato
01/21/1943,730,USA,19,19,Sin Dato
01/22/1943,1515,Peru,15,14,Sin Dato
02/09/1943,-1,Newfoundland,21,19,Fuel Starvation
02/18/1943,1230,USA,10,10,Cargo Hold / Cabin / Cockpit Fires
02/22/1943,647,Portugal,39,25,Sin Dato
03/11/1943,-1,China,3,3,Sin Dato
03/13/1943,-1,China,3,3,Sin Dato
03/27/1943,515,Australia,24,24,Weather
04/04/1943,140,Sea,7,7,Shot Down
04/22/1943,2000,Guinea,31,13,Engine Failures
06/01/1943,1100,France,17,17,Shot Down
06/07/1943,400,USA,20,20,Weather
06/08/1943,55,Caledonia,23,23,Engine Failures
06/14/1943,600,Australia,41,40,Weather
06/16/1943,-1,Sudan,17,17,Sin Dato
06/30/1943,-1,Sudan,16,16,Sin Dato
07/04/1943,2300,Gibraltar,13,12,Sin Dato
07/28/1943,520,Ireland,25,10,Pilot Incapacitation
07/28/1943,2243,USA,22,20,Weather
08/01/1943,1500,Romania,10,10,Cargo Hold / Cabin / Cockpit Fires
08/07/1943,520,Australia,27,27,Sin Dato
08/11/1943,-1,China,3,3,Shot Down
08/14/1943,412,Greece,17,17,Sin Dato
08/27/1943,900,Brazil,21,18,Weather
08/27/1943,2341,Sea,7,7,Shot Down
09/10/1943,1600,USA,22,22,Sin Dato
09/20/1943,850,USA,25,25,Engine Failures
09/22/1943,600,India,20,20,Sin Dato
10/15/1943,2317,USA,15,15,Sin Dato
10/19/1943,245,Canada,24,24,Weather
10/22/1943,2303,Sweden,15,13,Shot Down
10/22/1943,2020,USA,20,20,Engine Failures
11/05/1943,2245,Libya,19,19,Cargo Hold / Cabin / Cockpit Fires
11/08/1943,-1,India,1,1,Sin Dato
11/19/1943,-1,China,3,2,Sin Dato
11/19/1943,-1,China,3,3,Sin Dato
11/26/1943,415,Guinea,15,15,Sin Dato
12/17/1943,2245,Scotland,10,10,Sin Dato
12/18/1943,-1,China,3,3,Sin Dato
12/19/1943,920,Australia,31,31,Sin Dato
12/29/1943,1500,USA,25,25,Sin Dato
01/15/1944,1345,Yugoslavia,5,5,Sin Dato
02/10/1944,2336,USA,24,24,Weather
02/10/1944,-1,Mozambique,14,14,Cargo Hold / Cabin / Cockpit Fires
02/20/1944,-1,China,2,2,Sin Dato
02/21/1944,1710,Greece,16,16,Sin Dato
03/22/1944,-1,Guinea,21,21,Sin Dato
04/06/1944,1548,USA,6,6,Weather
04/17/1944,-1,Yugoslavia,7,5,Shot Down
04/21/1944,-1,Norway,20,9,Cargo Hold / Cabin / Cockpit Fires
04/25/1944,-1,Canada,16,16,Sin Dato
05/26/1944,-1,China,12,12,Sin Dato
05/27/1944,-1,India,14,14,Sin Dato
06/06/1944,115,France,22,22,Cargo Hold / Cabin / Cockpit Fires
06/06/1944,200,France,22,22,Cargo Hold / Cabin / Cockpit Fires
06/06/1944,130,France,22,22,Cargo Hold / Cabin / Cockpit Fires
06/08/1944,-1,China,6,6,Cargo Hold / Cabin / Cockpit Fires
06/18/1944,-1,China,4,2,Sin Dato
06/20/1944,-1,Brazil,10,10,Sin Dato
07/11/1944,1640,USA,2,2,Cargo Hold / Cabin / Cockpit Fires
07/23/1944,-1,Guinea,17,17,Sin Dato
07/26/1944,300,Ocean,26,26,Sin Dato
07/27/1944,1600,Scotland,22,22,Sin Dato
07/31/1944,-1,Ocean,24,22,Sin Dato
08/03/1944,2030,USA,28,28,Weather
08/08/1944,1320,Cuba,31,17,Sin Dato
08/12/1944,1820,UK,2,2,Sin Dato
08/23/1944,1045,UK,3,3,Weather
08/28/1944,100,Scotland,20,20,Sin Dato
08/29/1944,2,Swden,15,11,Sin Dato
08/30/1944,0,Brazil,18,18,Weather
09/02/1944,-1,Yugoslavia,5,5,Shot Down
09/07/1944,-1,Australia,20,20,Sin Dato
09/17/1944,2120,USA,13,13,Sin Dato
09/18/1944,742,USA,19,19,Unknown
09/21/1944,-1,Brazil,17,17,Engine Failures
09/27/1944,2030,France,9,9,Shot Down
10/07/1944,-1,India,3,3,Weather
10/10/1944,-1,Bosnia,7,7,Sin Dato
10/11/1944,-1,Australia,30,1,Engine Failures
10/11/1944,730,Australia,29,1,Sin Dato
10/16/1944,2025,Norway,15,15,Sin Dato
10/17/1944,740,Hungary,9,1,Shot Down
10/18/1944,1540,UK,24,24,Sin Dato
11/04/1944,1715,USA,24,24,Weather
11/06/1944,-1,USA,17,17,Sin Dato
11/10/1944,-1,China,20,20,Sin Dato
11/19/1944,1510,UK,30,25,Cargo Hold / Cabin / Cockpit Fires
11/29/1944,-1,Kenya,11,11,Weather
11/29/1944,1500,Nicaragua,16,16,Weather
11/29/1944,1025,Sweden,10,10,Shot Down
11/30/1944,-1,China,3,3,Engine Failures
12/01/1944,54,USA,17,9,Weather
12/03/1944,-1,Ocean,5,5,Sin Dato
12/07/1944,1515,Ukraine,16,16,Weather
12/15/1944,1400,Channel,3,3,Engine Failures
01/06/1945,-1,India,4,4,Sin Dato
01/08/1945,2116,Trinidad,30,23,Sin Dato
01/10/1945,410,USA,24,24,Weather
01/14/1945,-1,China,6,4,Sin Dato
01/16/1945,-1,China,3,3,Sin Dato
01/23/1945,-1,Indonesia,11,11,Sin Dato
01/31/1945,825,Australia,10,10,Weather
02/02/1945,1015,Italy,26,23,Weather
02/06/1945,1005,UK,23,23,Weather
02/13/1945,630,USA,24,24,Sin Dato
02/15/1945,-1,Brazil,11,11,Sin Dato
02/23/1945,-1,Poland,8,8,Weather
02/23/1945,225,USA,22,17,Pilot Incapacitation
02/23/1945,-1,Morocco,30,13,Sin Dato
03/27/1945,-1,Australia,24,24,Sin Dato
04/09/1945,-1,China,3,3,Sin Dato
04/14/1945,1658,USA,20,20,Sin Dato
04/19/1945,535,Australia,13,13,Weather
04/20/1945,-1,Germany,20,18,Shot Down
04/20/1945,640,USA,25,25,Weather
04/21/1945,2205,Germany,21,21,Shot Down
04/23/1945,-1,UK,31,31,Sin Dato
04/27/1945,1240,USA,13,6,Weather
05/05/1945,2226,Guinea,21,21,Unknown
05/06/1945,1255,UK,30,30,Pilot Incapacitation
05/09/1945,130,France,31,31,Cargo Hold / Cabin / Cockpit Fires
05/13/1945,1500,Guinea,23,20,Sin Dato
05/30/1945,920,Coast,21,21,Sin Dato
06/15/1945,-1,China,3,3,Sin Dato
06/24/1945,1030,Australia,11,2,Engine Failures
06/25/1945,750,UK,27,27,Cargo Hold / Cabin / Cockpit Fires
06/29/1945,-1,India,2,2,Sin Dato
06/30/1945,-1,USA,12,12,Sin Dato
07/04/1945,-1,Ocean,15,15,Sin Dato
07/11/1945,-1,Kenya,28,28,Sin Dato
07/12/1945,1436,USA,10,3,Sin Dato
07/28/1945,949,USA,3,3,Weather
08/01/1945,950,Mexico,12,12,Engine Failures
08/03/1945,1011,Martinique,14,4,Sin Dato
08/11/1945,1600,Mexico,16,16,Sin Dato
09/07/1945,213,USA,22,22,Cargo Hold / Cabin / Cockpit Fires
09/11/1945,1015,Guinea,11,11,Sin Dato
09/15/1945,8,USA,24,23,Cargo Hold / Cabin / Cockpit Fires
09/18/1945,-1,Guinea,29,29,Sin Dato
09/28/1945,-1,China,20,20,Unknown
10/05/1945,105,USA,15,2,Sin Dato
10/05/1945,1250,UK,23,23,Cargo Hold / Cabin / Cockpit Fires
10/07/1945,30,France,26,26,Cargo Hold / Cabin / Cockpit Fires
10/13/1945,2045,Belgium,31,31,Sin Dato
10/16/1945,1130,China,59,59,Weather
10/20/1945,-1,China,31,31,Sin Dato
10/20/1945,-1,Ocean,25,25,Sin Dato
10/23/1945,-1,India,14,14,Weather
10/24/1945,-1,Peru,5,5,Sin Dato
10/24/1945,-1,Malta,16,9,Engine Failures
10/30/1945,1915,China,50,45,Cargo Hold / Cabin / Cockpit Fires
11/01/1945,1530,Germany,30,26,Sin Dato
11/03/1945,200,India,44,44,Cargo Hold / Cabin / Cockpit Fires
11/07/1945,1115,Mexico,3,1,Cargo Hold / Cabin / Cockpit Fires
11/08/1945,2000,USA,27,22,Sin Dato
11/09/1945,2000,Italy,24,24,Weather
11/11/1945,1200,Italy,20,20,Sin Dato
11/11/1945,-1,Himalayas,44,44,Sin Dato
11/11/1945,2345,Libya,29,29,Cargo Hold / Cabin / Cockpit Fires
11/13/1945,2015,Philippines,17,16,Pilot Incapacitation
11/15/1945,914,Guinea,28,28,Sin Dato
11/22/1945,1000,UK,27,27,Sin Dato
12/03/1945,1330,France,28,28,Weather
12/05/1945,2000,Coast,14,14,Fuel Starvation
12/05/1945,1950,Bahamas,13,13,Sin Dato
12/08/1945,113,USA,21,17,Weather
12/18/1945,1010,Norway,17,17,Sin Dato
12/25/1945,1930,Africa,8,8,Sin Dato
12/25/1945,-1,Russia,10,10,Cargo Hold / Cabin / Cockpit Fires
12/30/1945,2113,USA,12,1,Engine Failures
01/06/1946,359,USA,11,3,Sin Dato
01/09/1946,-1,China,18,18,Sin Dato
01/14/1946,-1,Russia,22,22,Sin Dato
01/15/1946,1825,France,25,23,Weather
01/18/1946,1103,USA,17,17,Cargo Hold / Cabin / Cockpit Fires
01/19/1946,-1,Canada,7,7,Sin Dato
01/30/1946,-1,France,11,11,Sin Dato
01/31/1946,247,USA,21,21,Sin Dato
02/05/1946,-1,Philippines,20,20,Sin Dato
02/21/1946,-1,Canada,14,1,Sin Dato
03/03/1946,812,USA,27,27,Weather
03/05/1946,1700,Czechoslovakia,15,12,Cargo Hold / Cabin / Cockpit Fires
03/10/1946,2055,Tasmania,25,25,Fuel Starvation
03/17/1946,-1,China,20,20,Weather
03/19/1946,1145,USA,26,26,Unknown
03/23/1946,-1,Ocean,10,10,Sin Dato
04/01/1946,1000,Ireland,6,6,Pilot Incapacitation
04/05/1946,1115,Malta,4,4,Cargo Hold / Cabin / Cockpit Fires
04/08/1946,-1,China,14,14,Sin Dato
04/22/1946,-1,Nicaragua,21,20,Sin Dato
04/30/1946,-1,India,12,12,Sin Dato
05/10/1946,-1,USA,28,28,Sin Dato
05/16/1946,100,USA,27,27,Engine Failures
05/22/1946,1300,Norway,14,13,Engine Failures
06/01/1946,740,Italy,38,30,Cargo Hold / Cabin / Cockpit Fires
06/09/1946,1030,Panama,23,23,Sin Dato
06/09/1946,1315,Nigeria,18,18,Sin Dato
06/29/1946,-1,Malaya,18,18,Sin Dato
06/29/1946,-1,France,3,2,Sin Dato
07/09/1946,2010,USA,25,25,Sin Dato
07/11/1946,-1,USA,6,5,Cargo Hold / Cabin / Cockpit Fires
07/13/1946,-1,China,49,13,Engine Failures
07/17/1946,-1,Ecuador,30,30,Cargo Hold / Cabin / Cockpit Fires
07/18/1946,2110,USA,13,13,Weather
07/20/1946,1215,Coast,20,20,Sin Dato
07/25/1946,-1,Burma,22,22,Sin Dato
07/26/1946,830,Mexico,9,9,Engine Failures
08/07/1946,-1,Norway,16,3,Pilot Incapacitation
08/09/1946,-1,USA,6,4,Cargo Hold / Cabin / Cockpit Fires
08/14/1946,-1,Malta,5,1,Fuel Starvation
08/20/1946,615,France,9,8,Sin Dato
08/21/1946,419,USA,25,2,Engine Failures
08/24/1946,-1,Egypt,9,6,Cargo Hold / Cabin / Cockpit Fires
08/31/1946,-1,Canada,7,7,Weather
09/03/1946,1700,Denmark,22,22,Cargo Hold / Cabin / Cockpit Fires
09/04/1946,915,France,26,20,Engine Failures
09/05/1946,200,USA,22,21,Weather
09/07/1946,-1,Gambia,24,24,Unknown
09/07/1946,-1,USA,4,4,Weather
09/15/1946,-1,Canada,21,21,Sin Dato
09/17/1946,117,Belgium,7,1,Sin Dato
09/18/1946,415,Newfoundland,44,27,Sin Dato
09/19/1946,-1,Libya,25,25,Weather
09/20/1946,-1,China,28,28,Sin Dato
09/25/1946,931,Airport,19,19,Weather
09/27/1946,-1,Scotland,7,7,Sin Dato
09/27/1946,1730,Brazil,25,25,Weather
10/03/1946,330,Newfoundland,39,39,Sin Dato
10/06/1946,730,Malaya,21,21,Sin Dato
10/07/1946,1120,Netherlands,1,1,Engine Failures
10/08/1946,433,USA,41,2,Sin Dato
10/10/1946,2000,Morocco,16,16,Sin Dato
10/17/1946,57,USA,13,13,Weather
10/17/1946,-1,India,11,11,Sin Dato
10/23/1946,-1,Egypt,24,1,Fuel Starvation
11/01/1946,-1,France,27,23,Sin Dato
11/05/1946,1830,Russia,26,13,Weather
11/11/1946,330,USA,20,2,Sin Dato
11/13/1946,341,USA,11,11,Sin Dato
11/13/1946,818,Mexico,15,15,Sin Dato
11/14/1946,2015,Netherlands,26,26,Cargo Hold / Cabin / Cockpit Fires
11/16/1946,2330,Ocean,23,23,Sin Dato
11/26/1946,1030,Rica,22,22,Sin Dato
11/30/1946,-1,Argentina,18,5,Engine Failures
12/04/1946,-1,Iran,24,24,Sin Dato
12/10/1946,1310,Japan,24,24,Engine Failures
12/10/1946,-1,USA,32,32,Sin Dato
12/14/1946,-1,Philippines,14,12,Sin Dato
12/17/1946,-1,Ocean,7,7,Sin Dato
12/23/1946,1430,Brazil,21,21,Sin Dato
12/24/1946,1919,USA,12,12,Sin Dato
12/25/1946,1700,China,34,13,Weather
12/25/1946,1700,China,30,20,Weather
12/25/1946,1745,China,11,11,Weather
12/28/1946,-1,USA,2,2,Fuel Starvation
12/28/1946,209,Ireland,23,13,Weather
12/28/1946,919,USA,21,2,Fuel Starvation
01/03/1947,-1,Brazil,14,11,Sin Dato
01/05/1947,-1,China,43,43,Sin Dato
01/05/1947,2000,USA,23,3,Fuel Starvation
01/11/1947,1730,UK,16,8,Fuel Starvation
01/11/1947,-1,China,42,7,Cargo Hold / Cabin / Cockpit Fires
01/12/1947,138,USA,19,18,Sin Dato
01/14/1947,900,Mexico,21,21,Cargo Hold / Cabin / Cockpit Fires
01/22/1947,-1,Colombia,17,17,Sin Dato
01/25/1947,1140,UK,23,12,Weather
01/25/1947,1400,China,19,19,Sin Dato
01/25/1947,-1,Kong,4,4,Sin Dato
01/26/1947,1530,Denmark,22,22,Cargo Hold / Cabin / Cockpit Fires
01/28/1947,1200,China,26,25,Cargo Hold / Cabin / Cockpit Fires
02/01/1947,1845,Portugal,20,19,Sin Dato
02/05/1947,-1,USA,3,1,Fuel Starvation
02/06/1947,1700,Spain,11,11,Sin Dato
02/14/1947,420,USA,2,2,Sin Dato
02/15/1947,1218,Colombia,53,53,Pilot Incapacitation
02/15/1947,930,Italy,16,16,Sabotage / Hijacking
02/21/1947,1600,China,21,21,Sin Dato
02/26/1947,-1,Ocean,12,12,Sin Dato
03/05/1947,953,Russia,23,23,Pilot Incapacitation
03/08/1947,-1,Italy,13,13,Weather
03/08/1947,1459,Colombia,9,9,Sin Dato
03/14/1947,1530,France,23,23,Sin Dato
03/17/1947,805,Colombia,8,8,Sin Dato
03/18/1947,-1,Lanka,15,11,Engine Failures
04/08/1947,1030,Venezuela,27,27,Sin Dato
04/13/1947,240,Senegal,15,6,Sin Dato
04/22/1947,1040,USA,10,10,Cargo Hold / Cabin / Cockpit Fires
04/28/1947,2313,Canada,15,15,Sin Dato
05/04/1947,-1,Rica,11,11,Sabotage / Hijacking
05/11/1947,939,USA,4,4,Sin Dato
05/16/1947,1625,Russia,22,22,Weather
05/29/1947,1905,USA,48,43,Cargo Hold / Cabin / Cockpit Fires
05/29/1947,2245,Japan,40,40,Cargo Hold / Cabin / Cockpit Fires
05/29/1947,1248,Iceland,25,25,Sin Dato
05/30/1947,1741,USA,53,53,Sin Dato
06/04/1947,2300,France,2,2,Sin Dato
06/11/1947,2307,Brazil,18,5,Sin Dato
06/13/1947,1816,USA,50,50,Weather
06/19/1947,2340,Syria,36,14,Cargo Hold / Cabin / Cockpit Fires
06/21/1947,-1,Karkinitsky,29,8,Engine Failures
07/01/1947,-1,Cameroons,13,13,Weather
07/13/1947,430,USA,36,14,Fuel Starvation
07/15/1947,-1,France,19,1,Sin Dato
07/16/1947,2240,Iran,6,6,Sin Dato
07/25/1947,-1,Argentina,6,2,Sin Dato
07/31/1947,-1,China,26,26,Sin Dato
08/02/1947,1740,Argentina,11,11,Sin Dato
08/06/1947,-1,Ocean,20,20,Sin Dato
08/08/1947,1849,USA,5,3,Engine Failures
08/09/1947,-1,Sweden,5,1,Sin Dato
08/13/1947,-1,Romania,8,3,Sin Dato
08/21/1947,611,USA,3,3,Weather
08/23/1947,400,Gulf,26,10,Sin Dato
08/28/1947,900,Norway,35,35,Sin Dato
10/08/1947,755,USA,54,0,Engine Failures
10/14/1947,1004,Newfoundland,69,0,Fuel Starvation
10/16/1947,1450,Spain,43,41,Engine Failures
10/16/1947,-1,USA,3,3,Sin Dato
10/24/1947,1229,USA,53,53,Cargo Hold / Cabin / Cockpit Fires
10/26/1947,1930,Greece,44,44,Weather
10/26/1947,1345,USA,18,18,Weather
10/31/1947,-1,India,25,25,Sin Dato
11/02/1947,-1,Philippines,5,5,Sin Dato
11/11/1947,-1,Mexico,25,0,Cargo Hold / Cabin / Cockpit Fires
11/13/1947,-1,France,2,2,Sin Dato
11/18/1947,1300,USA,5,5,Cargo Hold / Cabin / Cockpit Fires
11/18/1947,1500,Italy,25,20,Pilot Incapacitation
11/21/1947,1800,Romania,26,13,Weather
11/27/1947,-1,Dato,3,2,Cargo Hold / Cabin / Cockpit Fires
11/27/1947,-1,USA,13,13,Sin Dato
11/27/1947,420,Yugoslavia,22,22,Weather
11/28/1947,1410,Italy,20,20,Sin Dato
11/30/1947,1425,USA,28,8,Weather
12/10/1947,20,Labrador,29,23,Cargo Hold / Cabin / Cockpit Fires
12/11/1947,1810,USA,20,20,Unknown
12/18/1947,930,Russia,25,9,Engine Failures
12/23/1947,-1,China,30,25,Sin Dato
12/27/1947,-1,India,23,23,Weather
12/28/1947,-1,Mexico,10,5,Engine Failures
01/06/1948,1930,France,16,16,Pilot Incapacitation
01/06/1948,-1,UK,18,1,Weather
01/07/1948,745,USA,27,18,Fuel Starvation
01/08/1948,-1,Algeria,9,9,Engine Failures
01/11/1948,-1,Republic,32,32,Sin Dato
01/13/1948,436,USA,9,5,Sin Dato
01/20/1948,-1,China,54,11,Weather
01/28/1948,1050,USA,32,32,Cargo Hold / Cabin / Cockpit Fires
01/30/1948,300,Bermuda,31,31,Fuel Starvation
02/07/1948,1327,USA,69,1,Engine Failures
02/10/1948,1630,Indonesia,19,19,Cargo Hold / Cabin / Cockpit Fires
02/12/1948,1325,Germany,21,12,Engine Failures
02/20/1948,1340,Italy,10,7,Sin Dato
02/21/1948,1400,France,14,14,Sin Dato
02/23/1948,-1,Philippines,12,12,Sin Dato
02/25/1948,600,USA,2,2,Sin Dato
02/27/1948,-1,Brazil,26,23,Cargo Hold / Cabin / Cockpit Fires
03/02/1948,-1,France,4,4,Sin Dato
03/02/1948,2114,UK,22,20,Weather
03/07/1948,-1,Iceland,4,4,Sin Dato
03/10/1948,2258,USA,13,12,Engine Failures
03/12/1948,2114,USA,30,30,Pilot Incapacitation
03/13/1948,-1,Brazil,6,6,Sin Dato
03/15/1948,-1,Colombia,14,14,Sin Dato
03/27/1948,730,France,19,19,Sin Dato
04/05/1948,1430,Germany,14,14,Sin Dato
04/10/1948,833,Nigeria,6,1,Engine Failures
04/15/1948,235,Ireland,31,30,Cargo Hold / Cabin / Cockpit Fires
04/18/1948,920,Guinea,37,37,Engine Failures
04/24/1948,930,Russia,29,28,Sin Dato
05/13/1948,1730,France,4,4,Weather
05/13/1948,1100,Zaire,32,31,Sin Dato
05/15/1948,720,Africa,13,13,Sin Dato
05/16/1948,2042,USA,2,2,Weather
05/20/1948,2330,UK,4,3,Sin Dato
05/22/1948,1840,Russia,9,8,Air Traffic Control Errors
05/25/1948,-1,Spain,4,4,Sin Dato
06/10/1948,2000,Man,8,6,Sin Dato
06/17/1948,1241,USA,43,43,Cargo Hold / Cabin / Cockpit Fires
06/17/1948,-1,China,26,25,Sabotage / Hijacking
06/26/1948,-1,Venezuela,17,1,Sin Dato
07/01/1948,1200,Belgium,12,8,Sin Dato
07/04/1948,1600,UK,39,39,Sin Dato
07/07/1948,950,Indo-China,16,16,Sin Dato
07/14/1948,-1,Brazil,5,5,Sin Dato
07/16/1948,1800,Macao,26,25,Sabotage / Hijacking
07/24/1948,1730,Canada,29,29,Weather
07/29/1948,915,Argentina,24,18,Pilot Incapacitation
07/29/1948,-1,China,19,19,Sin Dato
08/01/1948,940,Pakistan,4,4,Engine Failures
08/01/1948,2355,Ocean,52,52,Sin Dato
08/09/1948,845,Zealand,2,2,Sin Dato
08/20/1948,-1,Venezuela,3,3,Sin Dato
08/29/1948,1705,USA,37,37,Weather
08/31/1948,-1,Congo,13,13,Sin Dato
09/02/1948,2015,Australia,13,13,Sin Dato
09/30/1948,1250,Kazakhstan,15,15,Sin Dato
10/02/1948,1030,Norway,45,19,Sin Dato
10/12/1948,1300,Russia,10,10,Sin Dato
10/21/1948,35,Scotland,40,40,Weather
10/23/1948,1415,Zealand,13,13,Weather
10/25/1948,1400,Russia,18,18,Pilot Incapacitation
10/27/1948,1650,Canada,5,2,Sin Dato
11/03/1948,1050,UK,13,13,Sin Dato
11/04/1948,445,USA,17,17,Sin Dato
11/08/1948,740,Australia,23,3,Weather
11/11/1948,1815,UK,8,7,Fuel Starvation
